channel_title,category_name,total_videos,avg_views,avg_engagement,total_views,percentage
Привет Я Индия,Entertainment,2,33712.5,6.75,67425,100.0
Проверялкин,People & Blogs,1,1460896.0,1.29,1460896,100.0
Прогресс,People & Blogs,1,988593.0,2.98,988593,100.0
Просто Feliks-ks-ks,Gaming,1,179165.0,5.14,179165,100.0
Просто Мостак,Comedy,1,382496.0,6.81,382496,100.0
Псовский Диктор,Comedy,1,91690.0,14.67,91690,100.0
Пьер Карбонара | Рецепты из Италии за 30 минут,People & Blogs,1,1504542.0,3.52,1504542,100.0
РАМУЗЫКА,Entertainment,1,56090.0,6.83,56090,100.0
РЕЖУПРАВЛЕНИЕ Жоры Крыжовникова,Education,1,172958.0,1.46,172958,100.0
РЕШАТ,Gaming,1,447801.0,6.31,447801,100.0
РЫНДЫЧ,People & Blogs,6,1352240.0,4.06,8113440,100.0
Равиль Дукат,People & Blogs,1,1993698.0,2.08,1993698,100.0
Радик Юсупов | Рычаг для роста,People & Blogs,1,984922.0,3.49,984922,100.0
Радио Свобода,News & Politics,1,200608.0,1.96,200608,100.0
Радио Свобода. Новости,News & Politics,1,191909.0,1.67,191909,100.0
Раз-Кавказ,News & Politics,3,235379.0,3.43,706137,100.0
Разбор по кадрам,Science & Technology,7,2231136.43,1.81,15617955,100.0
Райм,Gaming,1,148539.0,8.03,148539,100.0
Рассказчик Фредди,People & Blogs,2,993007.0,5.37,1986014,100.0
Расул Чабдаров,Comedy,1,1320711.0,2.76,1320711,100.0
Реакция,Gaming,1,56549.0,4.55,56549,100.0
Регион Shorts,People & Blogs,4,782598.75,3.79,3130395,100.0
Редакция,People & Blogs,2,1082216.0,2.78,2164432,100.0
Редкие фильмы,Film & Animation,1,1633420.0,3.96,1633420,100.0
Режим Боба,People & Blogs,1,943196.0,4.04,943196,100.0
Ремонт Steam deck Москва ,Science & Technology,1,1789382.0,3.85,1789382,100.0
Ремонтяш,Gaming,2,513000.5,6.37,1026001,100.0
Ржака–Смеяка 7,Comedy,2,571899.5,2.42,1143799,100.0
"Рома, Просто Рома",Science & Technology,1,69679.0,12.3,69679,100.0
Роман | Вскрытие замков Великий Новгород,People & Blogs,1,563111.0,2.03,563111,100.0
Роман Кудрявцев - АвтоЭксперт,Comedy,1,450246.0,1.43,450246,100.0
Роман Романов,People & Blogs,1,1027298.0,3.07,1027298,100.0
Россия! Важное,People & Blogs,1,424987.0,1.41,424987,100.0
Ростислав Мурзагулов,News & Politics,1,47960.0,8.87,47960,100.0
Руня Майнкрафт,Gaming,1,3857.0,21.04,3857,100.0
Руслан,People & Blogs,1,1441913.0,3.63,1441913,100.0
Руслан Каюмов,Entertainment,1,47586.0,8.0,47586,100.0
Руслан Усачев,News & Politics,2,601172.5,5.09,1202345,100.0
САЙЛЕС,Gaming,1,167526.0,4.42,167526,100.0
САЙМОН,Gaming,1,7028.0,9.12,7028,100.0
САНЕЧКА,Entertainment,1,131849.0,2.54,131849,100.0
СКВИЗИК ROBLOX,Gaming,1,21550.0,4.34,21550,100.0
СТАВКИ НА СПОРТ,Sports,1,397836.0,1.27,397836,100.0
"СУПРОТЕК РОССИЯ. АВТОХИМИЯ, МОТОРНЫЕ МАСЛА.",Autos & Vehicles,1,290597.0,0.88,290597,100.0
Сабина Хайрова,People & Blogs,1,1351603.0,6.14,1351603,100.0
Савромат (Total War и история),News & Politics,1,49327.0,2.86,49327,100.0
Саня и Макс: Кто проиграл?,People & Blogs,1,194066.0,7.76,194066,100.0
Саня расскажет,People & Blogs,1,558425.0,3.26,558425,100.0
Света и Jürgen aus Schwabenland,People & Blogs,2,33985.0,7.63,67970,100.0
Свята место,Education,1,250132.0,2.35,250132,100.0
Сделано в СССР,People & Blogs,1,110948.0,3.09,110948,100.0
Севком News,News & Politics,1,115931.0,1.14,115931,100.0
Сегодня в тренде,People & Blogs,1,1932348.0,4.42,1932348,100.0
Сергей Ауслендер,News & Politics,1,310896.0,8.87,310896,100.0
Сергей Милушкин,Comedy,2,749217.0,3.95,1498434,100.0
Сергей и Гульнара 🔥,People & Blogs,2,2275620.0,2.57,4551240,100.0
Серёга Руник,Gaming,1,44119.0,9.86,44119,100.0
Сильные в спорте,Sports,1,111352.0,3.09,111352,100.0
Симеро,Entertainment,1,377655.0,6.68,377655,100.0
Система Shorts,Comedy,2,1208652.0,4.26,2417304,100.0
Скретч,Gaming,500,305124.37,2.1,152562187,100.0
Смех и точка,People & Blogs,1,1016369.0,2.03,1016369,100.0
Смех на Колёсах,People & Blogs,1,595591.0,2.63,595591,100.0
Смехотерапия ,People & Blogs,1,217533.0,2.65,217533,100.0
Смешновости,People & Blogs,1,643421.0,7.32,643421,100.0
Смешные видео,Comedy,2,82764.0,4.69,165528,100.0
Собиратель новостей,News & Politics,5,875681.4,4.98,4378407,100.0
Софья Темникова,People & Blogs,8,1858017.0,0.63,14864136,100.0
Спец Авто Трейд ,Autos & Vehicles,1,176838.0,4.21,176838,100.0
СпойлерФильм,Science & Technology,1,690784.0,4.17,690784,100.0
СпортзалТВ,Sports,1,804387.0,1.07,804387,100.0
Стас Ёрник Shorts,Entertainment,1,804462.0,1.97,804462,100.0
"Сф, ещё Сэф и Safenteril",Gaming,1,79318.0,5.44,79318,100.0
Сэвэн,Entertainment,1,294654.0,0.23,294654,100.0
Сяйч,Film & Animation,1,12717.0,4.17,12717,2.04
Сяйч,Gaming,48,130548.52,5.25,6266329,97.96
Т2х2.mp4,People & Blogs,1,116930.0,10.63,116930,100.0
ТАТИ В АМЕРИКЕ 🇺🇸,People & Blogs,1,373816.0,5.87,373816,100.0
ТЕХНОБЛОГ ГУБАРЕВ СЕРГЕЙ,Science & Technology,1,226061.0,2.56,226061,100.0
ТЕХНОБЛОГЕР АЛИШЕР,Science & Technology,1,630214.0,1.75,630214,100.0
ТЕХНОМАГ,Science & Technology,1,56428.0,3.1,56428,100.0
ТКАЧУК!,Sports,1,88476.0,5.37,88476,100.0
ТНТ,Comedy,1,915585.0,2.71,915585,100.0
ТНТ4 Shorts,Comedy,1,1148725.0,1.77,1148725,100.0
ТУМКА,Gaming,1,79756.0,3.7,79756,100.0
Тагир Арсланов,People & Blogs,1,553872.0,0.93,553872,100.0
Тандерболт Аккумуляторы,Autos & Vehicles,1,24662.0,2.44,24662,100.0
Тандыр Медиа,News & Politics,1,180040.0,2.46,180040,100.0
Татьяна Другова,People & Blogs,1,1477835.0,3.68,1477835,100.0
Телебачення Торонто,News & Politics,1,163720.0,11.53,163720,100.0
Телеканал ICTV,News & Politics,1,570363.0,2.94,570363,100.0
Телеканал Дождь,News & Politics,2,647535.5,2.55,1295071,100.0
Теория ДВС,Autos & Vehicles,1,738903.0,1.33,738903,100.0
Территория Смеха,Film & Animation,1,1266780.0,5.11,1266780,100.0
Техно Гарри,Entertainment,2,39872.5,2.11,79745,100.0
Техно Лаборатория,Science & Technology,1,415677.0,1.44,415677,100.0
Тима Бичевский,People & Blogs,1,436576.0,0.09,436576,100.0
Типичный Салли,Gaming,1,56814.0,8.18,56814,100.0
Титамин,Gaming,1,53826.0,4.37,53826,100.0
Товари для дому,People & Blogs,1,771830.0,2.32,771830,100.0
Той Руби,People & Blogs,1,1085499.0,6.18,1085499,100.0
Токидоки,Autos & Vehicles,2,564642.5,1.52,1129285,100.0
Тони,People & Blogs,2,940846.0,7.69,1881692,100.0
Топ Ломбард,Science & Technology,1,2640474.0,3.28,2640474,100.0
Точно Новости,People & Blogs,1,2251379.0,3.03,2251379,100.0
Точно Смарт,People & Blogs,1,919677.0,4.03,919677,100.0
ТраВоМаН DotA,Gaming,1,22102.0,2.9,22102,100.0
Тру Шорты,Pets & Animals,1,121736.0,13.78,121736,100.0
Тутти Фрутти,People & Blogs,1,479685.0,3.92,479685,100.0
Тёплые истории,Pets & Animals,1,1166904.0,1.34,1166904,100.0
УГОЛОК СМЕХА,People & Blogs,1,2590165.0,1.92,2590165,100.0
УТКА,People & Blogs,2,255007.5,2.09,510015,100.0
Угарная пятница,People & Blogs,1,1076331.0,2.7,1076331,100.0
Узнай Первым,News & Politics,1,61979.0,5.69,61979,100.0
Украинец в Польше,People & Blogs,1,180212.0,3.5,180212,100.0
Україна б'ється,News & Politics,1,1811265.0,0.39,1811265,100.0
Улыбка Дня,Comedy,1,1161322.0,1.37,1161322,100.0
Умный премудрый,Howto & Style,1,168958.0,1.92,168958,100.0
Унылый,Gaming,1,65477.0,6.48,65477,100.0
Уютный дизайн ,People & Blogs,1,1731301.0,4.79,1731301,100.0
ФУТБОЛ ӨМІРІ ,Sports,1,238158.0,2.7,238158,100.0
ФУТБОЛЬНЫЙ,People & Blogs,1,217765.0,3.26,217765,100.0
Фабрика новин,News & Politics,1,108733.0,3.73,108733,100.0
Факты за 30 секунд,Education,1,931114.0,4.69,931114,100.0
Фани,Comedy,1,619942.0,1.71,619942,100.0
Федос,Sports,1,105932.0,2.64,105932,100.0
Феми,Film & Animation,1,939958.0,2.91,939958,100.0
Физард,Gaming,1,57257.0,6.32,57257,100.0
Философия Жизни,People & Blogs,2,2358364.0,3.46,4716728,100.0
Философия Футбола,People & Blogs,1,1431603.0,2.14,1431603,100.0
Финансовая Киса,People & Blogs,1,956198.0,6.07,956198,100.0
Фокснео,Gaming,1,45505.0,4.6,45505,100.0
Футбол в топе,People & Blogs,1,209200.0,2.36,209200,100.0
Футбольная школа Юнити,People & Blogs,1,1062669.0,1.49,1062669,100.0
Футбольный мир,Sports,1,790061.0,3.1,790061,100.0
ХАДЭ,Gaming,145,369513.55,3.4,53579465,99.32
ХАДЭ,People & Blogs,1,8043.0,3.51,8043,0.68
ХАХАТУН,Comedy,1,1424083.0,2.05,1424083,100.0
Хамзат Космос,People & Blogs,1,228499.0,1.31,228499,100.0
Хаска ,People & Blogs,1,360560.0,1.08,360560,100.0
Хитрый Мастер,Howto & Style,1,2758363.0,2.5,2758363,100.0
Ходорковский LIVE,News & Politics,5,467865.0,3.44,2339325,100.0
Хороший выбор!,Science & Technology,1,12273.0,11.45,12273,100.0
Хроники Неизвестного,People & Blogs,1,1132737.0,1.34,1132737,100.0
Хронострим,People & Blogs,1,4300653.0,3.96,4300653,100.0
Хутор мамы Ларисы,People & Blogs,2,24133.5,9.72,48267,100.0
Хутор у Юры,People & Blogs,2,139876.5,10.29,279753,100.0
Хэппи 2,Gaming,2,74970.5,4.33,149941,100.0
Цифровая фабрика,Science & Technology,1,57772.0,6.58,57772,100.0
Цифровой Колдун ,People & Blogs,1,250555.0,5.87,250555,100.0
ЧАСОВОЙ,People & Blogs,1,222384.0,1.39,222384,100.0
ЧЕРНЕЦ,People & Blogs,3,792203.33,5.21,2376610,100.0
ЧЕСТНЫЙ БЛОГ,Science & Technology,2,33336.5,7.12,66673,100.0
ЧЕЧНЯ БОКС ,People & Blogs,1,71929.0,1.68,71929,100.0
Чаёк | Доступно о китайском чае,People & Blogs,1,225399.0,5.01,225399,100.0
Чердак,Autos & Vehicles,1,701493.0,5.4,701493,100.0
Что Случилось,People & Blogs,1,223613.0,1.23,223613,100.0
Чудо Инженерии ,People & Blogs,1,4474597.0,1.45,4474597,100.0
Ш!УМ ВЛАСТИ,News & Politics,1,92404.0,3.75,92404,100.0
ШАРФ,People & Blogs,1,255941.0,6.82,255941,100.0
ШЕЛЕСТ. Акценты,News & Politics,1,196034.0,2.53,196034,100.0
ШИРОНЕЛ,Film & Animation,1,666887.0,4.71,666887,100.0
ШОРТЫ ВЛАДУСА,Gaming,1,317116.0,3.42,317116,100.0
Шляпный Пугод ,Gaming,1,19103.0,10.05,19103,100.0
Шок факты техно,Science & Technology,1,135065.0,0.86,135065,100.0
ШортOFF,People & Blogs,1,2381315.0,2.25,2381315,100.0
Шорты Ильдара,People & Blogs,1,272155.0,3.75,272155,100.0
Шотник,Gaming,1,10409.0,5.71,10409,100.0
Шоу Воли,People & Blogs,1,961118.0,1.83,961118,100.0
ЭХО FM Shorts ,News & Politics,1,117762.0,1.04,117762,100.0
Эдуард Шоблинскис,People & Blogs,1,597350.0,1.28,597350,100.0
Эй проснись!,Entertainment,1,1399178.0,4.06,1399178,100.0
Экспедиции Geography Trophy,Travel & Events,1,62559.0,7.04,62559,100.0
Эксперт канал,People & Blogs,1,33133.0,1.18,33133,100.0
Экстренно RU LIVE,People & Blogs,1,17049.0,12.86,17049,100.0
Элвис тут,Entertainment,1,1848339.0,4.22,1848339,100.0
Эффект MMA,Sports,1,757976.0,1.69,757976,100.0
Юлик,Entertainment,1,101177.0,7.32,101177,100.0
Юни,Gaming,1,195736.0,7.47,195736,100.0
Юный Повар,People & Blogs,1,1027373.0,4.85,1027373,100.0
Юрий Швец -- официальный канал,News & Politics,1,789808.0,8.05,789808,100.0
Юша Протанки,Gaming,1,32128.0,7.1,32128,100.0
Я так Решил,Science & Technology,1,41045.0,6.57,41045,100.0
Яна Макарова ,People & Blogs,1,760294.0,4.1,760294,100.0
Яркие новости,Autos & Vehicles,1,618929.0,3.12,618929,100.0
барашик,People & Blogs,2,415377.5,5.3,830755,100.0
дондон,Entertainment,1,1925152.0,1.72,1925152,100.0
живущих в Корее,People & Blogs,3,3604847.67,2.47,10814543,100.0
концовОЧКА,Comedy,1,1094757.0,1.67,1094757,100.0
меньше чем три керамика,People & Blogs,1,2179002.0,5.0,2179002,100.0
мировые новости 55,News & Politics,2,225078.5,4.23,450157,100.0
настя федько ,People & Blogs,4,550238.25,14.61,2200953,100.0
нолан факт,Entertainment,1,364421.0,0.92,364421,100.0
от нуля до миллиарда,People & Blogs,1,77880.0,1.38,77880,100.0
русланочка,People & Blogs,1,1476984.0,4.01,1476984,100.0
сачелька,Gaming,1,112906.0,5.21,112906,100.0
свити,Gaming,1,7414.0,11.94,7414,100.0
сенечка ♡,People & Blogs,2,6037.5,21.04,12075,100.0
синайн,Gaming,1,40678.0,6.05,40678,100.0
слипер,Gaming,1,201526.0,3.27,201526,100.0
софия цой,Film & Animation,1,157652.0,5.1,157652,100.0
сыр,Gaming,1,37888.0,10.31,37888,100.0
ужасныймозг,Entertainment,1,723131.0,1.19,723131,100.0
י,People & Blogs,1,716544.0,2.02,716544,100.0
اخبار بالعربي شورت arab news ,Sports,1,78384.0,1.32,78384,100.0
الحدث المغربي news,People & Blogs,1,210972.0,0.02,210972,100.0
الحق هو الصحيح  ,News & Politics,1,217687.0,6.21,217687,100.0
الدكتور عبد الفتاح نعوم  dr.abdelfattah naoum ,News & Politics,1,64206.0,8.89,64206,100.0
العربي - أخبار ,News & Politics,1,427428.0,3.41,427428,100.0
القناة الرسمية للإعلامي معتز مطر,News & Politics,1,419891.0,2.94,419891,100.0
بصيرة,News & Politics,1,317071.0,3.64,317071,100.0
تفصيلة,News & Politics,1,403742.0,1.92,403742,100.0
خوخة-Khoukha,People & Blogs,1,75051.0,3.28,75051,100.0
د. عبدالحق الصنايبي - Dr. Abdelhak Snaibi,Sports,1,50985.0,10.47,50985,100.0
ر,People & Blogs,4,1671882.0,2.79,6687528,100.0
رؤية | Ro’ya,People & Blogs,1,569590.0,1.58,569590,100.0
رادار فلاش,Science & Technology,1,65745.0,4.13,65745,100.0
زووم | Arabi,People & Blogs,1,255248.0,0.01,255248,100.0
سعد الغامدي,People & Blogs,5,7721984.2,2.47,38609921,100.0
سوكادور sokador ,News & Politics,1,94927.0,10.78,94927,100.0
عدنان الطاهر Adnaan Al-Taher,Education,1,6244040.0,1.2,6244040,100.0
عزوز ابراهيم,People & Blogs,3,1389692.67,3.78,4169078,100.0
قناة مكملين - الرسمية,News & Politics,1,85511.0,8.24,85511,100.0
قناة منعم بلمقدم,People & Blogs,1,124014.0,7.38,124014,100.0
كشف الخبر kachf el khabar,News & Politics,1,59075.0,12.04,59075,100.0
من صلب الواقع,People & Blogs,1,84407.0,3.45,84407,100.0
ميزاجور ,News & Politics,1,206906.0,0.76,206906,100.0
ن,Gaming,1,193206.0,2.82,193206,100.0
ناصر تيفي Nacer Tv,News & Politics,1,16357.0,9.52,16357,100.0
َAnas Tube,Entertainment,1,92176.0,11.18,92176,100.0
ช่างก๊อต Channel,People & Blogs,3,1164108.67,0.27,3492326,100.0
นพรัตน์ สิงหเดช,People & Blogs,1,559894.0,1.42,559894,100.0
น้องจ๊ะจ๋า พาม่วน,People & Blogs,3,473087.0,0.49,1419261,100.0
พี่จินจินตนา,People & Blogs,1,582949.0,1.01,582949,100.0
ภัสกร ศิลปมัธยม,People & Blogs,1,287591.0,3.25,287591,100.0
วาสนา ดินจันทร์,People & Blogs,1,928813.0,1.16,928813,100.0
ฮาซันบัสรีย์ หมัดหลี,People & Blogs,1,1460734.0,1.9,1460734,100.0
เปิ้ล วงษ์ทอง,People & Blogs,1,5703304.0,0.88,5703304,100.0
เพชร พร,People & Blogs,1,242288.0,2.55,242288,100.0
แฟนตะกร้อ,Sports,10,44174007.5,1.74,441740075,100.0
แล้วแต่จะคิด ชีวิตคนละแบบ,People & Blogs,1,1589495.0,3.97,1589495,100.0
ใจสงบพบสุข784,News & Politics,1,22957.0,2.4,22957,100.0
ᄏᄏᄏ,People & Blogs,1,292435.0,2.05,292435,100.0
‌Sophia08Y,Entertainment,1,208384.0,4.88,208384,100.0
• BRIEFLY MOVIE •,Entertainment,2,2379495.5,5.41,4758991,100.0
• Gerand •,Gaming,1,409863.0,6.13,409863,100.0
ℝ𝕏𝔼𝔻𝕀𝕋𝕊𝕏𝔻 🇮🇳,People & Blogs,4,2414231.25,1.83,9656925,100.0
♣️ֆʀ.ɬʊʍɮασ♣️,Gaming,2,129675.5,7.02,259351,100.0
「社会科教員の」時事解説,News & Politics,1,25988.0,4.22,25988,100.0
『呪術廻戦 ファントムパレード』公式チャンネル＜ファンパレ＞,Gaming,1,76039.0,0.0,76039,100.0
【2ch ショート】ももたろ,Entertainment,1,311013.0,3.12,311013,100.0
【2ch ショート】涙の中心で愛を叫ぶ,People & Blogs,1,751510.0,4.92,751510,100.0
【2chショート】とある2人の2ch物語,Entertainment,2,926481.0,4.69,1852962,100.0
【2chショート】人生なんてそんなもんだ,People & Blogs,1,1349481.0,4.19,1349481,100.0
【2ch面白スレ解説】ンゴンゴンゴ,Entertainment,1,1329054.0,4.95,1329054,100.0
【GAME ROOM】とある家族のDRIFT部屋,Gaming,1,78714.0,2.21,78714,100.0
【V.I.P】,Entertainment,2,53284.5,0.97,106569,0.4
【V.I.P】,Gaming,483,212009.32,1.52,102400503,96.6
【V.I.P】,Sports,15,24603.2,0.9,369048,3.0
【ウクライナ情勢強化期間と生放送】日本一早い米国株市場解説 住まいと投資ちゃん一級建築士不動産鑑定士,Howto & Style,1,42081.0,3.54,42081,100.0
【ニュース アメイジング】ガロン ,News & Politics,1,1328591.0,3.35,1328591,100.0
【中古車検索サイト】車選びドットコム,Autos & Vehicles,1,16812.0,2.62,16812,100.0
【公式】HOME広島ニュース,News & Politics,1,375530.0,0.53,375530,100.0
【公式】TBS スポーツ,Sports,1,927033.0,1.81,927033,100.0
【公式】レジスタンス【#Shortsちゃんねる】,Entertainment,1,499589.0,3.43,499589,100.0
【公式】厳選切り抜きバラエティ【ABEMA / テレ朝】,Entertainment,1,775036.0,0.67,775036,100.0
【公式】文化放送 おはよう寺ちゃん,News & Politics,1,26485.0,1.95,26485,100.0
【公式】辛坊治郎 ズーム そこまで言うか!,News & Politics,1,19821.0,0.92,19821,100.0
【公認】NoBorder真実の時間,People & Blogs,1,681993.0,3.23,681993,100.0
【公認】ととクリップ【切り抜きCH】,Gaming,1,34945.0,2.58,34945,100.0
【公認】ゆるっとmikuruちゃんねる,People & Blogs,2,499993.0,0.49,999986,100.0
【公認】ブレイキングダウンBreakingDown,People & Blogs,1,204236.0,0.49,204236,100.0
【吹いたら負け】葛葉先生のしくじり【切り抜き】,Gaming,1,47771.0,1.11,47771,100.0
【大谷翔平】HE IS GOD!!,People & Blogs,1,289605.0,1.27,289605,100.0
【暇つぶし】好きな時に見てください,Entertainment,1,3645404.0,3.01,3645404,100.0
【海外の反応】を見てみよう,People & Blogs,2,1202407.0,3.87,2404814,100.0
【車屋系YouTuber】ワイズ社長のワイズチャンネル,Autos & Vehicles,1,99455.0,0.88,99455,100.0
【辛坊治郎公式YouTube】「辛坊の旅」,News & Politics,1,26590.0,1.61,26590,100.0
【雑学研究所】トリビアリウム,Science & Technology,2,1628100.5,2.65,3256201,100.0
あいこのジョークch,People & Blogs,1,965906.0,6.51,965906,100.0
あかさかの箱,Gaming,1,158316.0,2.95,158316,100.0
あかびんたん,People & Blogs,1,2100434.0,3.49,2100434,100.0
あきひら。,People & Blogs,1,454730.0,8.39,454730,100.0
あしざるFC,Entertainment,1,702593.0,1.91,702593,100.0
あずはな,Pets & Animals,1,41463.0,6.08,41463,100.0
あっくちゃんねる,Gaming,1,20629.0,1.75,20629,100.0
あなたにライフハック,People & Blogs,2,1391098.0,2.26,2782196,100.0
あぽろ,Gaming,1,20658.0,2.62,20658,100.0
あまり驚かないガッチマンはホラーゲームばかりやっている,Gaming,1,162651.0,3.16,162651,100.0
あま猫 / AMA,Autos & Vehicles,1,209187.0,2.33,209187,100.0
あらた【アニマルスナップ】,Pets & Animals,1,841834.0,1.46,841834,100.0
ある家族と、白い迷い猫。,People & Blogs,2,1178481.0,3.93,2356962,100.0
あれ?,Entertainment,1,969740.0,1.47,969740,100.0
いいねが好物さん,People & Blogs,2,724708.5,2.84,1449417,100.0
いくぜ!,Entertainment,1,1207389.0,12.77,1207389,100.0
いちごミルク,People & Blogs,1,269424.0,4.0,269424,100.0
いぶよへスカッシュ,People & Blogs,2,1644790.5,2.23,3289581,100.0
いもぐり,Gaming,1,104101.0,2.32,104101,100.0
いろは,Pets & Animals,1,1109880.0,1.41,1109880,100.0
うえだしんや界隈,Entertainment,1,773784.0,1.92,773784,100.0
うじとうえだ,People & Blogs,1,1457035.0,1.43,1457035,100.0
うどんの機材部屋,Howto & Style,1,37581.0,2.67,37581,100.0
うるこりす,People & Blogs,1,3136900.0,2.86,3136900,100.0
え?,Entertainment,1,398338.0,1.87,398338,100.0
えう,Comedy,1,1485157.0,1.11,1485157,100.0
えばそんEntertainment,Comedy,1,1387883.0,3.52,1387883,100.0
えりからいふTV,People & Blogs,1,259060.0,2.29,259060,100.0
えんどれす【Endless】,Entertainment,2,590238.5,2.39,1180477,100.0
おいしいかき氷,People & Blogs,1,529844.0,3.73,529844,100.0
おきゃんチャンネル二代目,Comedy,1,352305.0,4.48,352305,100.0
おなつのにびたし / Onatsu no Nibitashi,Gaming,1,64718.0,2.02,64718,100.0
おみそちゃんねる【世界どん深闇ニュース】,News & Politics,1,501974.0,3.7,501974,100.0
おもしろストーリー,Entertainment,1,72647.0,0.76,72647,100.0
おるたなChannel,Entertainment,1,261935.0,1.37,261935,100.0
おれんじ【にじさんじ切り抜き】,Gaming,1,62632.0,0.95,62632,100.0
おバカな天才イッチ,Film & Animation,1,249995.0,3.54,249995,100.0
おーがすと,Entertainment,1,1675002.0,2.63,1675002,100.0
お笑い神回集,Music,1,3159730.0,2.49,3159730,100.0
お車研究所♪カードックサービス,Autos & Vehicles,1,51607.0,2.35,51607,100.0
お馬さん,Entertainment,1,477616.0,7.82,477616,100.0
かつおぶし,People & Blogs,1,2427715.0,2.2,2427715,100.0
がみくるまチャンネル,Autos & Vehicles,1,67275.0,1.4,67275,100.0
がみくん,Gaming,1,73525.0,1.82,73525,100.0
がん,Gaming,1,79877.0,1.4,79877,100.0
きくる,People & Blogs,1,805589.0,3.13,805589,100.0
きなこっこ🐔,Entertainment,1,107747.0,6.28,107747,100.0
きのこたけのこ,People & Blogs,1,1494976.0,1.21,1494976,100.0
くいしん坊ニャン,People & Blogs,1,2497968.0,3.12,2497968,100.0
くらっし社長-株式会社MIRACALE,Entertainment,1,899091.0,2.59,899091,100.0
くるいどりアニメーション (くるアニ),People & Blogs,1,191890.0,7.62,191890,100.0
くるいどり速報 (くる速),People & Blogs,2,839209.5,6.73,1678419,100.0
くるま小僧kurumakozou,Autos & Vehicles,1,19786.0,1.27,19786,100.0
ぐんぐにるチャンネル,Gaming,1,107680.0,2.92,107680,100.0
けいじチャンネル,Entertainment,1,33659.0,2.34,33659,100.0
けなそゆ,Gaming,1,41508.0,1.72,41508,100.0
けなそゆ【ロブロブch】,Gaming,1,73994.0,1.59,73994,100.0
けんき,Gaming,1,34601.0,1.75,34601,100.0
けんた食堂,Howto & Style,1,1082596.0,4.27,1082596,100.0
けーさんとたろー,Entertainment,1,1641712.0,3.96,1641712,100.0
こうじ先生@大学受験pispis,Education,1,738836.0,5.18,738836,100.0
ここぺりGO,Gaming,1,26034.0,2.74,26034,100.0
こころ,Gaming,1,10811.0,3.04,10811,100.0
こたけ正義感のギルティーチャンネル,Entertainment,1,257249.0,2.74,257249,100.0
こたんぐ,Gaming,2,27058.5,0.94,54117,100.0
こつぶちゃんねる,Travel & Events,1,50240.0,3.92,50240,100.0
こねこフィルム,Film & Animation,1,657782.0,1.8,657782,100.0
こまちく家族チャンネル〜こんぶ和え〜shibainu komachiku family,Pets & Animals,1,311680.0,1.72,311680,100.0
こやまり🏀【リズムドリブルお姉さん】,People & Blogs,1,5972409.0,1.15,5972409,100.0
これエエやん,People & Blogs,2,899142.5,1.77,1798285,100.0
こんじゅりチャ,Gaming,2,1121772.5,8.54,2243545,100.0
ごくーチャンネル,Entertainment,1,2267831.0,3.58,2267831,100.0
さいちょう,Entertainment,1,186769.0,3.12,186769,100.0
さささのささやん,News & Politics,1,100509.0,6.06,100509,100.0
さばみそ。,Gaming,1,15753.0,4.17,15753,100.0
さんど。【よろずや】,Gaming,1,34579.0,2.19,34579,100.0
しう,Gaming,1,13802.0,4.82,13802,100.0
しくじり先生 俺みたいになるな!!【公式】,Entertainment,2,1246657.5,1.09,2493315,100.0
しゅんたch【3万人目標】,Gaming,1,1468844.0,3.33,1468844,100.0
しょうちゃんネル,Gaming,1,102094.0,1.1,102094,100.0
しょうぴん,People & Blogs,1,4179082.0,1.07,4179082,100.0
しょっぺch,People & Blogs,1,116121.0,1.91,116121,100.0
しょんの芸能人の雑学紹介,Entertainment,2,855495.5,3.06,1710991,100.0
しれいch,Entertainment,1,409759.0,2.6,409759,100.0
しろ,Gaming,1,22531.0,1.94,22531,100.0
じぇねりっく七海@声真似&料理,Entertainment,1,1708466.0,2.27,1708466,100.0
じょり 𝑱𝑶𝑹𝑰,Sports,1,223640.0,2.88,223640,100.0
すがすがしい人生,People & Blogs,2,454733.0,3.8,909466,100.0
すきま時間シアター,Film & Animation,1,507085.0,4.95,507085,100.0
すしらーめん《にく》←2nd,Entertainment,1,1438120.0,3.89,1438120,100.0
せぶーん/dgsseven,Gaming,1,33533.0,3.29,33533,100.0
せん【ホロライブ切り抜き】,Gaming,1,105945.0,1.1,105945,100.0
ぜろまるペッツ,Pets & Animals,1,870679.0,1.04,870679,100.0
そらびび,Gaming,1,18980.0,14.13,18980,100.0
それいけ益々荘,Entertainment,1,727568.0,4.61,727568,100.0
そろ谷のアニメっち,Film & Animation,1,3698488.0,2.7,3698488,100.0
そんなバカなマンを復活させ隊,People & Blogs,1,501492.0,2.42,501492,100.0
そんな夜には2ch【笑える2chショート】,Entertainment,1,593189.0,3.7,593189,100.0
たいち | ガジェット紹介,People & Blogs,1,907190.0,1.43,907190,100.0
たけりなのDriVlog,People & Blogs,1,35852.0,5.13,35852,100.0
たけペットライフch(黒猫スピ),Pets & Animals,1,125068.0,8.36,125068,100.0
たこちゃんねる,Entertainment,1,760660.0,9.16,760660,100.0
たこまる/TAKOMARU,Entertainment,1,224632.0,1.83,224632,100.0
たつももチャンネル,People & Blogs,1,119275.0,1.09,119275,100.0
たのしく翻訳,Comedy,1,1082147.0,2.9,1082147,100.0
たんごまる,Comedy,1,1121387.0,3.06,1121387,100.0
